Mã,Chỉ số,2020,2021,2022,2023,2024
APC,Chỉ số thanh toán hiện thời,5.73,5.09,2.77,1.13,0.92
APC,Chỉ số thanh toán nhanh,5.68,4.99,2.72,1.05,0.82
APC,Chỉ số thanh toán tiền mặt,2.21,0.44,0.05,0.06,0.08
APC,Đòn bẩy tài chính,1.58,1.57,1.56,1.51,1.43
APC,Khả năng chi trả lãi vay,12.76,0.59,0.45,-0.23,-0.07
APF,Biên EBIT (%),6.24,4.29,6.23,3.36,2.47
APF,Biên lợi nhuận gộp (%),13.04,10.1,13.78,8.91,8.97
APF,Biên lợi nhuận ròng (%),4.64,3.35,5.66,2.8,2.39
APF,Chỉ số thanh toán hiện thời,0.88,0.93,1.08,0.98,0.92
APF,Chỉ số thanh toán nhanh,0.4,0.27,0.42,0.36,0.23
APF,Chỉ số thanh toán tiền mặt,0.04,0.02,0.05,0.07,0.04
APF,Đòn bẩy tài chính,2.74,3.08,2.88,2.86,2.96
APF,Khả năng chi trả lãi vay,3.54,3.37,5.21,2.68,1.37
APG,Biên EBIT (%),81.13,81.64,-120.29,65.26,-97.4
APG,Biên lợi nhuận gộp (%),93.5,84.49,-111.5,70.58,-77.21
APG,Biên lợi nhuận ròng (%),68.4,70.88,-103.11,52.99,-113.68
APG,Chỉ số thanh toán hiện thời,12.32,5.95,23.09,26.01,7.85
APG,Chỉ số thanh toán tiền mặt,0.27,0.02,3.22,2.13,0.07
APG,Đòn bẩy tài chính,1.04,1.16,1.04,1.04,1.11
APG,Khả năng chi trả lãi vay,65.9,83.33,-16.74,34.23,-6.91
APH,Biên EBIT (%),4.07,2.7,1.39,2.41,2.61
APH,Biên lợi nhuận gộp (%),11.26,11.48,8.76,9.82,12.6
APH,Biên lợi nhuận ròng (%),2.85,1.61,0.33,1.51,2.17
APH,Chỉ số thanh toán hiện thời,1.16,1.6,1.69,1.39,1.61
APH,Chỉ số thanh toán nhanh,0.85,1.23,1.11,1.12,1.22
APH,Chỉ số thanh toán tiền mặt,0.26,0.52,0.47,0.54,0.6
APH,Đòn bẩy tài chính,2.38,2.07,2.01,2.16,2.27
APH,Khả năng chi trả lãi vay,1.3,1.57,0.86,1.22,1.96
API,Biên EBIT (%),11.86,23.66,12.48,-4.98,8.77
API,Biên lợi nhuận gộp (%),32.02,35.03,26.73,29.28,36.2
API,Biên lợi nhuận ròng (%),10.49,17.25,15.5,-27.86,-9.26
API,Chỉ số thanh toán hiện thời,1.2,1.15,1.65,1.39,1.6
API,Chỉ số thanh toán nhanh,0.4,0.33,0.76,0.64,0.77
API,Chỉ số thanh toán tiền mặt,0.08,0.03,0.05,0.05,0.11
API,Đòn bẩy tài chính,5.47,3.37,2.57,2.45,2.38
API,Khả năng chi trả lãi vay,2.9,7.92,1.73,-0.16,0.36
APL,Biên EBIT (%),1.58,1.73,1.75,1.49,NaN
APL,Biên lợi nhuận gộp (%),7.37,7.15,7.02,9.91,NaN
APL,Biên lợi nhuận ròng (%),0.61,0.54,0.39,0.58,NaN
APL,Chỉ số thanh toán hiện thời,1.12,1.1,1.09,1.1,NaN
APL,Chỉ số thanh toán nhanh,1.0,1.03,1.03,0.78,NaN
APL,Chỉ số thanh toán tiền mặt,0.02,0.01,0.03,0.04,NaN
APL,Đòn bẩy tài chính,7.61,9.32,10.44,9.47,NaN
APL,Khả năng chi trả lãi vay,1.88,1.94,2.04,1.85,NaN
APP,Biên EBIT (%),1.12,2.95,0.99,-1.19,NaN
APP,Biên lợi nhuận gộp (%),12.44,14.76,8.85,8.33,NaN
APP,Biên lợi nhuận ròng (%),0.01,1.58,0.16,-2.24,NaN
APP,Chỉ số thanh toán hiện thời,1.4,1.45,1.56,1.46,NaN
APP,Chỉ số thanh toán nhanh,0.74,0.59,0.69,0.71,NaN
APP,Chỉ số thanh toán tiền mặt,0.06,0.06,0.04,0.1,NaN
APP,Đòn bẩy tài chính,1.92,1.96,1.71,1.79,NaN
APP,Khả năng chi trả lãi vay,0.76,2.74,1.2,-1.1,NaN
APS,Biên EBIT (%),37.1,93.64,-133.85,-41.91,1.83
APS,Biên lợi nhuận gộp (%),46.45,95.76,-128.91,2.57,5.23
APS,Biên lợi nhuận ròng (%),35.74,75.27,-106.57,-41.38,9.17
APS,Chỉ số thanh toán hiện thời,36.7,13.02,99.37,43.43,100.13
APS,Chỉ số thanh toán tiền mặt,5.51,1.3,17.48,8.98,11.57
APS,Đòn bẩy tài chính,1.03,1.14,1.01,1.03,1.01
APS,Khả năng chi trả lãi vay,NaN,NaN,-783.14,-269.79,7.86
APT,Biên EBIT (%),-0.74,-2.18,1.96,0.77,NaN
APT,Biên lợi nhuận gộp (%),13.99,14.12,18.2,16.36,NaN
APT,Biên lợi nhuận ròng (%),-58.87,-45.77,-56.4,-55.08,NaN
APT,Chỉ số thanh toán hiện thời,0.09,0.08,0.07,0.07,NaN
APT,Chỉ số thanh toán nhanh,0.05,0.03,0.04,0.04,NaN
APT,Chỉ số thanh toán tiền mặt,0.01,0.01,0.01,0.01,NaN
APT,Đòn bẩy tài chính,-0.2,-0.16,-0.14,-0.13,NaN
APT,Khả năng chi trả lãi vay,-0.06,-0.13,0.09,0.03,NaN
ARM,Biên EBIT (%),1.63,2.17,1.62,2.97,2.49
ARM,Biên lợi nhuận gộp (%),14.52,12.28,15.43,16.09,11.05
ARM,Biên lợi nhuận ròng (%),0.97,1.01,1.32,1.91,1.45
ARM,Chỉ số thanh toán hiện thời,1.17,1.33,1.31,1.21,1.42
ARM,Chỉ số thanh toán nhanh,1.04,1.15,1.18,1.11,1.23
ARM,Chỉ số thanh toán tiền mặt,0.09,0.1,0.1,0.05,0.23
ARM,Đòn bẩy tài chính,5.32,3.3,3.35,4.75,4.44
ARM,Khả năng chi trả lãi vay,1.33,2.09,5.81,6.4,3.96
ART,Biên EBIT (%),0.57,38.84,NaN,-542.79,-2586.04
ART,Biên lợi nhuận gộp (%),13.04,52.46,NaN,-105.02,-644.55
ART,Biên lợi nhuận ròng (%),1.04,36.24,NaN,-507.84,-2586.26
ART,Chỉ số thanh toán hiện thời,89.39,81.11,NaN,13.43,17.41
ART,Chỉ số thanh toán tiền mặt,22.7,1.32,NaN,4.18,14.31
ART,Đòn bẩy tài chính,1.01,1.01,NaN,1.05,1.04
ASA,Biên EBIT (%),-0.67,NaN,NaN,NaN,NaN
ASA,Biên lợi nhuận gộp (%),0.13,NaN,NaN,NaN,NaN
ASA,Biên lợi nhuận ròng (%),0.11,NaN,NaN,NaN,NaN
ASA,Chỉ số thanh toán hiện thời,408.73,NaN,NaN,NaN,NaN
ASA,Chỉ số thanh toán nhanh,384.43,NaN,NaN,NaN,NaN
ASA,Chỉ số thanh toán tiền mặt,0.88,NaN,NaN,NaN,NaN
ASA,Đòn bẩy tài chính,1.0,NaN,NaN,NaN,NaN
ASG,Biên EBIT (%),11.55,9.95,8.09,3.31,4.62
ASG,Biên lợi nhuận gộp (%),26.06,25.03,18.42,12.97,15.93
ASG,Biên lợi nhuận ròng (%),8.47,4.82,7.69,1.41,2.79
ASG,Chỉ số thanh toán hiện thời,3.2,1.51,2.9,2.6,1.8
ASG,Chỉ số thanh toán nhanh,3.13,1.44,2.8,2.51,1.75
ASG,Chỉ số thanh toán tiền mặt,1.09,0.33,0.34,0.25,0.28
ASG,Đòn bẩy tài chính,1.51,1.55,1.66,1.65,1.61
ASG,Khả năng chi trả lãi vay,3.51,1.63,2.5,0.97,1.68
ASM,Biên EBIT (%),7.38,7.65,9.67,7.32,7.21
ASM,Biên lợi nhuận gộp (%),10.78,11.4,14.16,11.2,11.5
ASM,Biên lợi nhuận ròng (%),4.57,6.18,7.0,2.1,2.11
ASM,Chỉ số thanh toán hiện thời,1.27,1.42,1.22,1.35,1.74
ASM,Chỉ số thanh toán nhanh,0.78,0.98,0.79,0.79,1.18
ASM,Chỉ số thanh toán tiền mặt,0.12,0.09,0.11,0.17,0.27
ASM,Đòn bẩy tài chính,2.56,2.4,2.43,2.59,2.83
ASM,Khả năng chi trả lãi vay,1.78,1.96,2.82,1.18,1.3
ASP,Biên EBIT (%),-1.34,0.46,-0.07,-1.8,0.64
ASP,Biên lợi nhuận gộp (%),15.96,13.25,9.36,10.53,9.8
ASP,Biên lợi nhuận ròng (%),1.18,0.75,0.34,-2.26,0.12
ASP,Chỉ số thanh toán hiện thời,0.56,0.75,0.8,0.79,0.66
ASP,Chỉ số thanh toán nhanh,0.45,0.65,0.7,0.71,0.58
ASP,Chỉ số thanh toán tiền mặt,0.04,0.17,0.09,0.13,0.15
ASP,Đòn bẩy tài chính,3.54,4.13,4.29,5.82,5.25
ASP,Khả năng chi trả lãi vay,-1.34,0.87,-0.08,-1.69,0.84
AST,Biên EBIT (%),-18.22,-69.66,5.68,14.33,18.46
AST,Biên lợi nhuận gộp (%),41.75,27.89,52.92,58.14,61.14
AST,Biên lợi nhuận ròng (%),-14.34,-83.41,5.6,13.69,15.22
AST,Chỉ số thanh toán hiện thời,4.34,3.22,3.03,3.04,2.58
AST,Chỉ số thanh toán nhanh,3.6,2.76,2.44,2.33,2.11
AST,Chỉ số thanh toán tiền mặt,0.48,0.1,0.63,0.59,0.57
AST,Đòn bẩy tài chính,1.16,1.22,1.27,1.3,1.38
AST,Khả năng chi trả lãi vay,-42.91,-44.16,11.0,83.53,106.02
ATA,Biên EBIT (%),-564.36,-16.56,NaN,NaN,NaN
ATA,Biên lợi nhuận gộp (%),-268.57,28.57,NaN,NaN,NaN
ATA,Biên lợi nhuận ròng (%),-564.36,-16.56,NaN,NaN,NaN
ATA,Chỉ số thanh toán hiện thời,0.02,0.02,0.02,0.01,NaN
ATA,Chỉ số thanh toán nhanh,0.02,0.02,0.02,0.01,NaN
ATA,Chỉ số thanh toán tiền mặt,0.0,0.0,0.0,0.0,NaN
ATA,Đòn bẩy tài chính,-0.05,-0.06,-0.06,-0.05,NaN
ATB,Biên EBIT (%),-14257.77,-81357.36,NaN,NaN,NaN
ATB,Biên lợi nhuận gộp (%),-48.64,46.41,NaN,NaN,NaN
ATB,Biên lợi nhuận ròng (%),-18190.0,-84295.4,NaN,NaN,NaN
ATB,Chỉ số thanh toán hiện thời,1.08,0.76,1.25,1.23,NaN
ATB,Chỉ số thanh toán nhanh,1.02,0.7,1.19,1.17,NaN
ATB,Chỉ số thanh toán tiền mặt,0.04,0.24,0.06,0.06,NaN
ATB,Đòn bẩy tài chính,1.67,2.94,3.21,3.36,NaN
ATB,Khả năng chi trả lãi vay,-1.87,-15.57,-0.36,NaN,NaN
ATG,Biên EBIT (%),NaN,NaN,-309.37,0.53,4.37
ATG,Biên lợi nhuận gộp (%),NaN,NaN,0.99,3.67,31.33
ATG,Biên lợi nhuận ròng (%),NaN,NaN,-2287.86,-0.37,0.08
ATG,Chỉ số thanh toán hiện thời,0.27,6.47,1.01,1.0,0.98
ATG,Chỉ số thanh toán nhanh,0.27,6.45,1.01,0.96,0.53
ATG,Chỉ số thanh toán tiền mặt,0.0,0.08,0.0,0.01,0.04
ATG,Đòn bẩy tài chính,1.5,1.1,90.26,-282.13,-69.34
ATG,Khả năng chi trả lãi vay,-5.11,NaN,NaN,2.0,NaN
ATS,Biên EBIT (%),0.48,5.27,5.71,0.58,1.53
ATS,Biên lợi nhuận gộp (%),10.1,10.57,10.19,4.6,5.23
ATS,Biên lợi nhuận ròng (%),0.37,5.81,1.91,0.48,0.39
ATS,Chỉ số thanh toán hiện thời,1.51,1.4,2.5,1.83,3.23
ATS,Chỉ số thanh toán nhanh,1.12,1.09,1.28,0.67,1.16
ATS,Chỉ số thanh toán tiền mặt,0.24,0.19,0.03,0.0,0.2
ATS,Đòn bẩy tài chính,1.28,1.39,1.12,1.16,1.11
ATS,Khả năng chi trả lãi vay,NaN,19.0,38.04,NaN,NaN
AVC,Biên EBIT (%),37.83,50.11,61.76,50.12,48.56
AVC,Biên lợi nhuận gộp (%),47.01,56.97,66.77,57.34,53.77
AVC,Biên lợi nhuận ròng (%),35.43,48.65,56.95,49.73,40.16
AVC,Chỉ số thanh toán hiện thời,1.83,2.85,5.95,2.09,1.83
AVC,Chỉ số thanh toán nhanh,1.72,2.78,5.84,2.03,1.8
AVC,Chỉ số thanh toán tiền mặt,0.14,0.3,0.64,0.07,0.25
AVC,Đòn bẩy tài chính,1.13,1.12,1.08,1.2,1.15
AVC,Khả năng chi trả lãi vay,19.02,83.98,160.97,NaN,NaN
AVG,Biên EBIT (%),NaN,NaN,NaN,3.34,3.42
AVG,Biên lợi nhuận gộp (%),NaN,NaN,NaN,4.29,4.59
AVG,Biên lợi nhuận ròng (%),NaN,NaN,NaN,1.46,1.86
AVG,Chỉ số thanh toán hiện thời,NaN,NaN,NaN,1.24,1.23
AVG,Chỉ số thanh toán nhanh,NaN,NaN,NaN,0.68,0.91
AVG,Chỉ số thanh toán tiền mặt,NaN,NaN,NaN,0.08,0.15
AVG,Đòn bẩy tài chính,NaN,NaN,NaN,1.67,1.78
AVG,Khả năng chi trả lãi vay,NaN,NaN,NaN,1.73,2.43
BAB,Đòn bẩy tài chính,14.01,13.23,13.14,14.01,14.05
BAF,Biên EBIT (%),1.39,4.0,5.16,2.9,8.77
BAF,Biên lợi nhuận gộp (%),1.52,4.67,7.42,6.6,13.29
BAF,Biên lợi nhuận ròng (%),0.36,3.08,4.06,0.58,5.83
BAF,Chỉ số thanh toán hiện thời,1.01,1.12,1.16,1.05,1.12
BAF,Chỉ số thanh toán nhanh,0.79,0.84,0.77,0.51,0.34
BAF,Chỉ số thanh toán tiền mặt,0.01,0.06,0.07,0.03,0.06
BAF,Đòn bẩy tài chính,9.28,3.75,2.71,3.42,2.54
BAF,Khả năng chi trả lãi vay,1.55,50.6,10.06,1.06,2.25
BAL,Biên EBIT (%),-1.24,1.16,3.97,2.49,NaN
BAL,Biên lợi nhuận gộp (%),16.11,10.55,13.16,17.27,NaN
BAL,Biên lợi nhuận ròng (%),-1.08,1.49,3.51,3.61,NaN
BAL,Chỉ số thanh toán hiện thời,5.79,5.68,10.66,5.52,NaN
BAL,Chỉ số thanh toán nhanh,3.02,2.45,6.74,3.87,NaN
BAL,Chỉ số thanh toán tiền mặt,1.27,0.08,0.21,1.13,NaN
BAL,Đòn bẩy tài chính,1.13,1.16,1.09,1.18,NaN
BAX,Biên EBIT (%),50.05,26.73,26.36,18.57,29.01
BAX,Biên lợi nhuận gộp (%),57.43,40.74,37.58,48.35,56.58
BAX,Biên lợi nhuận ròng (%),46.77,35.1,27.84,38.6,36.41
BAX,Chỉ số thanh toán hiện thời,2.84,2.65,7.78,6.0,5.1
BAX,Chỉ số thanh toán nhanh,2.59,2.14,7.34,5.68,4.09
BAX,Chỉ số thanh toán tiền mặt,0.64,0.39,2.19,0.14,0.17
BAX,Đòn bẩy tài chính,3.11,3.66,3.13,3.44,3.44
BBC,Biên EBIT (%),0.91,1.32,3.13,5.27,5.86
BBC,Biên lợi nhuận gộp (%),27.02,29.43,29.56,33.38,34.91
BBC,Biên lợi nhuận ròng (%),7.93,2.05,11.96,6.46,6.55
BBC,Chỉ số thanh toán hiện thời,1.67,1.11,1.47,1.38,1.7
BBC,Chỉ số thanh toán nhanh,1.3,0.8,1.12,1.19,1.45
BBC,Chỉ số thanh toán tiền mặt,0.26,0.39,0.32,0.2,0.96
BBC,Đòn bẩy tài chính,1.41,1.67,1.36,1.65,1.48
BBC,Khả năng chi trả lãi vay,2.1,4.37,7.96,4.07,7.22
BBH,Biên EBIT (%),4.21,0.74,-0.46,-1.09,NaN
BBH,Biên lợi nhuận gộp (%),11.01,5.45,4.87,6.94,NaN
BBH,Biên lợi nhuận ròng (%),3.84,1.54,0.54,0.59,NaN
BBH,Chỉ số thanh toán hiện thời,5.92,3.99,5.76,4.89,NaN
BBH,Chỉ số thanh toán nhanh,4.13,2.62,3.78,3.27,NaN
BBH,Chỉ số thanh toán tiền mặt,0.5,0.32,0.67,0.33,NaN
BBH,Đòn bẩy tài chính,1.2,1.31,1.2,1.24,NaN
BBH,Khả năng chi trả lãi vay,5680.65,407.16,-24.21,-672.42,NaN
BBM,Biên EBIT (%),4.25,3.32,3.45,0.42,0.77
BBM,Biên lợi nhuận gộp (%),28.08,26.53,29.71,24.13,23.56
BBM,Biên lợi nhuận ròng (%),4.99,3.79,3.03,1.32,1.1
BBM,Chỉ số thanh toán hiện thời,1.4,1.53,1.57,1.67,2.22
BBM,Chỉ số thanh toán nhanh,0.98,0.91,0.93,1.08,1.63
BBM,Chỉ số thanh toán tiền mặt,0.48,0.25,0.16,0.45,0.54
BBM,Đòn bẩy tài chính,1.47,1.35,1.41,1.47,1.38
BBS,Biên EBIT (%),4.65,4.78,4.49,4.92,4.43
BBS,Biên lợi nhuận gộp (%),11.34,8.18,9.26,9.81,10.25
BBS,Biên lợi nhuận ròng (%),1.37,1.95,1.74,1.59,1.74
BBS,Chỉ số thanh toán hiện thời,0.93,1.0,1.0,1.13,1.21
BBS,Chỉ số thanh toán nhanh,0.73,0.81,0.74,0.85,0.97
BBS,Chỉ số thanh toán tiền mặt,0.0,0.02,0.02,0.0,0.01
BBS,Đòn bẩy tài chính,3.62,3.57,3.15,2.79,2.7
BBS,Khả năng chi trả lãi vay,1.57,1.99,1.85,1.62,2.3
BBT,Biên EBIT (%),16.56,5.41,1.69,1.97,NaN
BBT,Biên lợi nhuận gộp (%),40.56,34.58,31.19,33.11,NaN
BBT,Biên lợi nhuận ròng (%),17.68,4.71,0.96,4.57,NaN
BBT,Chỉ số thanh toán hiện thời,2.36,3.53,2.89,2.4,NaN
BBT,Chỉ số thanh toán nhanh,1.76,2.96,2.42,1.91,NaN
BBT,Chỉ số thanh toán tiền mặt,1.12,0.86,0.19,0.1,NaN
BBT,Đòn bẩy tài chính,1.28,2.44,2.44,2.22,NaN
BBT,Khả năng chi trả lãi vay,86.96,5.59,0.23,0.28,NaN
BCA,Biên EBIT (%),-0.18,0.33,-2.73,0.56,1.86
BCA,Biên lợi nhuận gộp (%),0.22,0.63,0.54,0.7,3.03
BCA,Biên lợi nhuận ròng (%),0.1,0.12,-2.99,10.43,-0.93
BCA,Chỉ số thanh toán hiện thời,1.0,1.0,0.83,0.85,1.11
BCA,Chỉ số thanh toán nhanh,0.48,0.54,0.4,0.66,0.32
BCA,Chỉ số thanh toán tiền mặt,0.01,0.0,0.0,0.35,0.0
BCA,Đòn bẩy tài chính,3.17,2.82,4.36,7.46,7.86
BCA,Khả năng chi trả lãi vay,-0.35,0.99,-9.98,1.58,0.69
BCB,Biên EBIT (%),5.86,3.91,3.35,2.59,NaN
BCB,Biên lợi nhuận gộp (%),17.27,11.57,9.9,8.78,NaN
BCB,Biên lợi nhuận ròng (%),2.99,1.97,1.55,1.38,NaN
BCB,Chỉ số thanh toán hiện thời,0.14,0.1,0.09,0.16,NaN
BCB,Chỉ số thanh toán nhanh,0.01,0.03,0.07,0.07,NaN
BCB,Chỉ số thanh toán tiền mặt,0.0,0.02,0.01,0.01,NaN
BCB,Đòn bẩy tài chính,4.58,5.31,5.39,4.65,NaN
BCB,Khả năng chi trả lãi vay,2.58,2.8,2.32,2.86,NaN
BCC,Biên EBIT (%),5.83,4.24,2.85,-5.32,0.21
BCC,Biên lợi nhuận gộp (%),12.53,11.26,10.34,3.54,8.61
BCC,Biên lợi nhuận ròng (%),3.37,1.8,1.5,-7.58,-0.23
BCC,Chỉ số thanh toán hiện thời,0.27,0.32,0.42,0.34,0.42
BCC,Chỉ số thanh toán nhanh,0.09,0.11,0.09,0.15,0.13
BCC,Chỉ số thanh toán tiền mặt,0.04,0.06,0.02,0.1,0.09
BCC,Đòn bẩy tài chính,1.95,1.83,1.93,2.05,1.92
BCC,Khả năng chi trả lãi vay,3.28,4.12,3.3,-3.33,0.2
BCE,Biên EBIT (%),10.54,20.41,-41.93,10.47,24.26
BCE,Biên lợi nhuận gộp (%),13.74,33.04,-18.68,30.78,35.02
BCE,Biên lợi nhuận ròng (%),7.82,19.9,-52.82,0.64,20.48
BCE,Chỉ số thanh toán hiện thời,1.4,1.64,1.56,1.47,1.8
BCE,Chỉ số thanh toán nhanh,1.17,1.4,1.36,1.3,1.56
BCE,Chỉ số thanh toán tiền mặt,0.03,0.17,0.06,0.1,0.26
BCE,Đòn bẩy tài chính,2.62,2.06,1.95,2.06,1.84
BCE,Khả năng chi trả lãi vay,5.69,4.37,-5.21,1.34,13.56
BCF,Biên EBIT (%),18.54,10.33,15.5,11.84,15.66
BCF,Biên lợi nhuận gộp (%),29.24,23.69,27.54,23.46,26.29
BCF,Biên lợi nhuận ròng (%),15.72,10.51,15.5,10.68,14.03
BCF,Chỉ số thanh toán hiện thời,2.66,3.12,3.18,2.72,1.63
BCF,Chỉ số thanh toán nhanh,1.9,2.18,2.22,1.84,1.11
BCF,Chỉ số thanh toán tiền mặt,0.45,0.54,0.75,0.62,0.38
BCF,Đòn bẩy tài chính,1.43,1.34,1.33,1.36,1.63
BCF,Khả năng chi trả lãi vay,131.84,63.34,106.55,41.04,67.57
BCG,Biên EBIT (%),4.71,18.21,13.69,13.9,11.48
BCG,Biên lợi nhuận gộp (%),22.66,36.26,29.12,29.9,26.31
BCG,Biên lợi nhuận ròng (%),14.36,38.63,11.93,4.26,19.32
BCG,Chỉ số thanh toán hiện thời,1.07,1.59,1.56,1.61,1.68
BCG,Chỉ số thanh toán nhanh,0.81,1.27,1.28,1.26,1.35
BCG,Chỉ số thanh toán tiền mặt,0.09,0.1,0.06,0.06,0.05
BCG,Đòn bẩy tài chính,8.15,4.51,3.18,2.4,2.17
BCG,Khả năng chi trả lãi vay,0.29,0.47,0.43,0.35,0.45
BCH,Biên EBIT (%),15.32,12.04,10.05,-36.04,NaN
BCH,Biên lợi nhuận gộp (%),16.58,14.01,15.39,-12.65,NaN
BCH,Biên lợi nhuận ròng (%),12.32,8.57,6.26,-76.06,NaN
BCH,Chỉ số thanh toán hiện thời,1.74,1.16,1.26,1.14,NaN
BCH,Chỉ số thanh toán nhanh,0.67,0.5,0.65,0.52,NaN
BCH,Chỉ số thanh toán tiền mặt,0.04,0.02,0.01,0.0,NaN
BCH,Đòn bẩy tài chính,1.57,1.71,1.55,1.72,NaN
BCH,Khả năng chi trả lãi vay,4.96,4.04,2.67,NaN,NaN
BCM,Biên EBIT (%),29.33,28.67,22.08,35.3,31.85
BCM,Biên lợi nhuận gộp (%),50.13,46.16,42.05,53.89,65.3
BCM,Biên lợi nhuận ròng (%),33.61,21.54,26.35,28.93,44.46
BCM,Chỉ số thanh toán hiện thời,1.39,1.58,1.49,1.24,1.48
BCM,Chỉ số thanh toán nhanh,0.26,0.44,0.37,0.37,0.49
BCM,Chỉ số thanh toán tiền mặt,0.08,0.16,0.06,0.06,0.1
BCM,Đòn bẩy tài chính,2.82,2.86,2.69,2.74,2.87
BCM,Khả năng chi trả lãi vay,3.28,2.6,1.63,3.07,1.28
BCP,Biên EBIT (%),-22.83,-6.25,1.51,-2.67,2.5
BCP,Biên lợi nhuận gộp (%),1.01,11.8,13.78,5.8,10.62
BCP,Biên lợi nhuận ròng (%),-21.31,-5.7,-1.21,-3.97,0.23
BCP,Chỉ số thanh toán hiện thời,1.55,1.12,0.96,0.86,0.86
BCP,Chỉ số thanh toán nhanh,0.73,0.4,0.36,0.27,0.37
BCP,Chỉ số thanh toán tiền mặt,0.23,0.08,0.03,0.05,0.1
BCP,Đòn bẩy tài chính,1.5,2.06,2.89,2.96,3.19
BCP,Khả năng chi trả lãi vay,-41.5,-3.7,0.58,-0.99,1.22
BCR,Biên EBIT (%),NaN,14.42,1.28,8.73,-5.75
BCR,Biên lợi nhuận gộp (%),NaN,41.68,21.79,29.24,19.07
BCR,Biên lợi nhuận ròng (%),NaN,151.92,27.93,14.59,38.68
BCR,Chỉ số thanh toán hiện thời,NaN,1.37,1.58,2.08,1.77
BCR,Chỉ số thanh toán nhanh,NaN,1.1,0.75,0.61,0.69
BCR,Chỉ số thanh toán tiền mặt,NaN,0.01,0.01,0.02,0.01
BCR,Đòn bẩy tài chính,NaN,3.71,2.21,2.03,2.16
BCR,Khả năng chi trả lãi vay,NaN,0.12,0.03,0.28,-0.12
BCV,Biên EBIT (%),NaN,-30.65,-1.03,0.64,NaN
BCV,Biên lợi nhuận gộp (%),NaN,0.78,21.72,24.05,NaN
BCV,Biên lợi nhuận ròng (%),NaN,-11.39,6.17,3.32,NaN
BCV,Chỉ số thanh toán hiện thời,NaN,0.7,1.33,1.57,NaN
BCV,Chỉ số thanh toán nhanh,NaN,0.65,1.13,1.27,NaN
BCV,Chỉ số thanh toán tiền mặt,NaN,0.43,0.84,0.86,NaN
BCV,Đòn bẩy tài chính,NaN,1.41,1.4,1.26,NaN
BCV,Khả năng chi trả lãi vay,NaN,-23.19,-2.62,2.68,NaN
BDB,Biên EBIT (%),1.85,2.32,2.16,2.17,1.24
BDB,Biên lợi nhuận gộp (%),10.72,11.73,10.0,10.1,8.85
BDB,Biên lợi nhuận ròng (%),2.2,2.4,1.86,1.46,1.0
BDB,Chỉ số thanh toán hiện thời,3.22,1.95,2.34,2.59,1.78
BDB,Chỉ số thanh toán nhanh,1.99,0.74,0.44,0.53,0.28
BDB,Chỉ số thanh toán tiền mặt,0.49,0.03,0.11,0.12,0.05
BDB,Đòn bẩy tài chính,1.31,1.74,1.51,1.43,1.9
BDB,Khả năng chi trả lãi vay,9.31,5.43,4.22,3.54,5.59
BDG,Biên EBIT (%),9.88,7.76,13.56,9.6,10.38
BDG,Biên lợi nhuận gộp (%),17.49,15.14,18.67,17.06,17.19
BDG,Biên lợi nhuận ròng (%),7.47,5.94,11.5,7.86,9.61
BDG,Chỉ số thanh toán hiện thời,1.52,1.63,1.85,2.05,2.27
BDG,Chỉ số thanh toán nhanh,0.86,0.84,1.11,1.24,1.53
BDG,Chỉ số thanh toán tiền mặt,0.2,0.08,0.39,0.19,0.09
BDG,Đòn bẩy tài chính,2.34,2.37,2.06,1.85,1.73
BDG,Khả năng chi trả lãi vay,108.16,34.04,15.91,8.78,15.93
BDT,Biên EBIT (%),16.89,17.89,18.14,13.66,-1.98
BDT,Biên lợi nhuận gộp (%),30.64,32.17,31.0,27.67,28.89
BDT,Biên lợi nhuận ròng (%),17.64,15.19,14.81,9.08,-7.59
BDT,Chỉ số thanh toán hiện thời,1.5,1.03,1.06,0.81,0.49
BDT,Chỉ số thanh toán nhanh,1.35,0.86,0.91,0.7,0.35
BDT,Chỉ số thanh toán tiền mặt,0.06,0.05,0.05,0.07,0.03
BDT,Đòn bẩy tài chính,2.03,2.52,2.55,2.48,2.03
BDT,Khả năng chi trả lãi vay,7.34,7.9,4.32,1.81,-0.18
BDW,Biên EBIT (%),15.5,15.71,22.42,20.29,15.05
BDW,Biên lợi nhuận gộp (%),38.55,37.67,42.57,39.97,35.45
BDW,Biên lợi nhuận ròng (%),11.19,12.08,17.41,16.49,12.59
BDW,Chỉ số thanh toán hiện thời,0.71,0.79,0.86,0.79,0.65
BDW,Chỉ số thanh toán nhanh,0.5,0.61,0.69,0.65,0.49
BDW,Chỉ số thanh toán tiền mặt,0.3,0.44,0.54,0.49,0.34
BDW,Đòn bẩy tài chính,2.35,2.31,2.11,1.98,1.78
BDW,Khả năng chi trả lãi vay,7.72,8.46,15.43,18.79,18.82
BED,Biên EBIT (%),10.77,8.4,11.44,11.21,8.65
BED,Biên lợi nhuận gộp (%),27.28,25.2,26.67,29.15,26.57
BED,Biên lợi nhuận ròng (%),9.81,7.48,5.02,9.83,9.42
BED,Chỉ số thanh toán hiện thời,2.79,2.75,2.85,3.26,3.48
BED,Chỉ số thanh toán nhanh,1.63,1.28,1.34,1.86,2.0
BED,Chỉ số thanh toán tiền mặt,0.46,0.53,0.27,0.53,0.4
BED,Đòn bẩy tài chính,1.24,1.26,1.26,1.25,1.25
